userName,score,at,content
Pengguna Google,1,2018-12-31 07:19:14,sudah di dowenload.tapi kenapa tidak bisa di buka
Pengguna Google,5,2018-12-29 21:01:19,bagus ni aps buat adek q
Pengguna Google,5,2018-12-19 13:19:31,anak saya suka sekali bagus bngt game nya.. mau download yg lainnya lg smoga bagus jg kyk game yg ini...
Pengguna Google,5,2018-12-16 11:37:17,Kayaknya Bagus banget bikin penasaran instal ah....
Pengguna Google,5,2018-12-09 07:34:28,Teman teman ini sangat bagus sekali pasti harus kamu mainkan👏
Pengguna Google,5,2018-12-08 02:57:35,"Cantik , menarik,bagus, saya suka"
Pengguna Google,5,2018-12-08 00:48:13,Perkenalkan nama saya Rahma saya mendonlot karena melihat ada yang sedang memainkannya keliatannya seru jadi saya donlot
Pengguna Google,3,2018-12-07 04:53:01,Game ini membimbing dan lumayan seru tapi permainnya hanya sedikit masalah kouta amanko
Pengguna Google,5,2018-12-02 02:25:31,"Asalamualaikum aku Kirana, Game ini seru banget sampai2 aku tidak mau berhenti main Dan sampai2 baternya habis deh he....."
Pengguna Google,5,2018-11-26 03:58:14,Alhamdulilah anak q suka main game puzzle ini.
Pengguna Google,5,2018-11-20 09:34:42,permainan ini sangat cocok untuk anak
Pengguna Google,5,2018-11-20 02:22:15,Hai namaku alfa game ini bagus banget yang download ndk bakalan rugi deh
Pengguna Google,5,2018-11-19 12:28:10,"anak saya suka , bagus untuk motorik anak-anak , tingkatkan lagi 👍"
Pengguna Google,5,2018-11-19 01:53:08,Aplikasi ini sangat bagus
Pengguna Google,4,2018-11-18 00:27:25,Hay nama asliku enjel amelia .nah aku suka banget sma game ini .nah yg stuju kalau game ini bagus laik ya
Pengguna Google,5,2018-11-17 14:38:19,"Namaku eka aprilya efend i aku sekolah sdn prupuh,ini adikku(kandung)yusuf itu suka banget sampai baterai habis kalu gak dowland nysel lho😥😥"
Pengguna Google,5,2018-11-13 04:51:35,Sangat membantu untuk belajar edukasi anak😊
Pengguna Google,3,2018-11-11 04:57:14,Game ini sangat mendidik anak2!
Pengguna Google,5,2018-11-07 05:39:29,Kita bisa mengerti anakku saja suka
Pengguna Google,5,2018-11-06 08:28:53,Game ini sangat bagus dan seru banget
Pengguna Google,5,2018-11-06 06:59:47,Bagus banget untuk anak anak
Pengguna Google,4,2018-11-05 10:05:56,bagus😊 saya suka game ini
Pengguna Google,4,2018-11-03 08:07:05,"Saya suka, dan ponakan saya juga suka"
Pengguna Google,5,2018-10-29 06:49:33,Adik saya suka sekali jarena permainan ini bagus sekaIi
Pengguna Google,5,2018-10-27 06:22:49,Belum nyobain sih Kayanya seru mainan nya
Pengguna Google,5,2018-10-14 10:40:20,Aku suka banget sama mainan ini
Pengguna Google,4,2018-10-12 07:39:22,sangat bagus...mengasah otak anak untuk mengenal nama-nama hewan
Pengguna Google,5,2018-10-12 06:59:38,Bagus dan menarik
Pengguna Google,4,2018-10-08 07:02:53,Game nya bisa buat anak tmbah tau ttg dunia laut. .cuman kdg loading nya agk lama
Pengguna Google,4,2018-10-07 09:21:09,Wah permainan ini bagus sekali
Pengguna Google,4,2018-10-05 08:44:07,menarik juga buat anak saya
Pengguna Google,4,2018-10-01 13:22:21,Aplikasinya pas n mnyenangkan untuk anak2 biar melatih kecerdasanny sambil bermain
Pengguna Google,3,2018-10-01 06:29:00,Baru nyoba..tiga dulu..kalo bagus bermanfaat tuk ankq kutamb bintangx
Pengguna Google,5,2018-09-30 21:39:02,Sangat Bagus Untuk mengasah kemampuan otak anak dalam mengingat warna
Pengguna Google,5,2018-09-30 13:07:51,Tingkatkan lg game pendidikan sprti ni...nambah ilmu jga buat balita
Pengguna Google,5,2018-09-30 12:53:22,Bagus lah biar ga ada bocah afk lagi di game sebelah
Pengguna Google,5,2018-09-30 05:06:01,Sangat bermanfaat untuk anakanak
Pengguna Google,5,2018-09-28 10:19:28,Bagus buat balita mengerti akan warna
Pengguna Google,4,2018-09-27 16:02:36,Game ini mendidik skali untuk anak kcil bye
Pengguna Google,4,2018-09-27 13:10:52,Melatih anak untk mengenal binatang laut
Pengguna Google,5,2018-09-25 15:00:18,Gamenya sangat bagus dan sangat cocok untuk anak balita saya.....kalau bisa ditambah hewan daratnya...good........
Pengguna Google,5,2018-09-22 10:18:17,"Karya yg bagus, lanjutkan dan tingkatkan"
Pengguna Google,5,2018-09-15 16:05:16,"Aku senang sekalih permainan inih, saya firman umur saya baru dua tahun loh"
Nisma Wati,5,2023-11-05 12:41:32,"Mmmm sungguh game ini oky👌👌,dan mantap👍👍👍,ayo instal"
Qania,2,2023-11-02 09:09:06,Sangat bagus buat belajar
Bala Dewa,5,2023-10-25 10:52:30,Sangat seru dan permainan ini bagus
San Math,2,2023-10-07 13:29:57,Terlalu banyak iklan
Nia Kurnianingsih,2,2023-10-06 12:52:17,Maaf aku salah download aku tidak tahu ada yang download aku maaf 🙏🙏🙏
Hartono Tahir,1,2023-09-25 17:12:33,Tidak bisa di buka
Wuri Panca,1,2023-09-02 07:02:38,Terlalu banyak iklan yang muncul sampai ke-12 kali nya lho SMA iklan yang Saman muncul terus 😡😡😡
kyla syaka,1,2023-08-26 00:45:11,Iklannya ganggu banget
Ratih Agus,5,2023-08-24 09:04:50,Habis download langsung hapus ikhlannya masyaAllah klik sekali iklan gitu terus
benny chia,5,2023-08-17 17:21:20,ok
cecep Nugraha,3,2023-08-11 11:44:59,"Gamenya bagus,tp,iklannya bikin emosi,,,auto uninstal"
Siti Mukholifah,3,2023-08-04 02:02:00,"Kita telah membeli dan membawa semua permainan,, akan tetapi ada peraturan tertulis yang tidak bisa di hilangkan, membuat permainan edukasi tidak terlihat,, tolong di hilangkan peraturan itu agar anak saya tetap bisa belajar"
Haji Bona,4,2023-07-30 16:36:25,Bagus
Safiyyah Wulan,5,2023-07-30 12:13:10,Kurang mendukung
Anisa Muzaini,5,2023-07-28 12:12:41,Bagus untuk anak
Wulan Vivin,5,2023-07-23 08:39:59,Untuk adek ku belajar
JHON ALVA,5,2023-07-20 04:58:41,anak saya senang sekali main game ini
Muhammad Nur Rizky,1,2023-07-08 12:25:50,Taii.. kebanyakan iklan.. lu nyari duit gitu amat min
Desak Witiani,3,2023-07-08 00:20:57,Game ini bagus tapi cepat sekali ada iklan nya jadi menurut saya game ini sangat bagus ya😁😁
Awal Balia,5,2023-07-07 12:38:50,Bagus buat anak saya
Adinda Alhumaira,4,2023-07-04 10:48:39,Sejauh in bagus bru donlod nti ulas lagi
Sri Mulyani,4,2023-06-21 04:22:42,Belajar sambilbbermain
Kartina Karim,3,2023-06-21 03:54:23,"Bagus, menarik utk anam."
Andrie Astuti,3,2023-06-19 02:51:59,"Bagus si game nya, tp iklannya ga ngotak, banyak bgt, dikit"" Iklan"
Parmo Lubis,5,2023-06-17 01:03:22,Keren
Joswa Doni,2,2023-06-14 12:17:47,kurang baik lagi
Nadine Aurellia An Nasha,5,2023-06-09 00:52:18,Bagus
Vita Fauzan,4,2023-06-08 12:09:58,bagus banget..untuk pembelajaran anak PG juga paud
Hasniati Asni,3,2023-06-05 14:24:06,Saya Sudah Beli yg Termahal masih aja ada Iklannya
trisna magita,5,2023-06-03 10:56:14,bgus
feriyan salim,5,2023-05-28 02:17:40,edukatif
Fauziah Esta,5,2023-05-22 05:04:39,Sangat membantu
keluarga elisa ceria,5,2023-05-22 03:28:25,Seru banget
Anam 0312,5,2023-05-20 07:04:50,Aplikasi nya bagus sengat mendidik untuk anak-anak.
Kristina Murib Kristina Murib,5,2023-05-16 15:19:39,sangat bagus
shailendra naryama,5,2023-05-16 01:12:10,Adik saya yang berumur 2 tahun sudah bisa menghitung.Ini baru game pendidikan
Preisiliya Mantiri,1,2023-05-13 21:20:47,Tidak baik .hpus ja aplikasihnya
eki zakiyah,2,2023-05-13 14:41:03,Jelek iklannya nutupin
Srii Yuliani,5,2023-05-11 11:28:00,Bagus
Nabila Cahaya,3,2023-05-08 08:39:12,"Terima kasih untuk aplikasinya adik saya bisa belajar menghitung dan mengenal angka, tetapi game yang terkunci harus bayar. Sekian terimakasih."
Adinda Khumaira nuraini,5,2023-05-06 10:48:15,Game nya seru karna adik ku sakali main langsung ngenalin angka
Amazi Tech,5,2023-05-05 04:26:27,Ok
Hesty Fauziah,5,2023-05-04 09:49:13,bagus
Cherilzahra Zahra,4,2023-04-26 00:35:58,Kasih bintang 3
Naila Salon,5,2023-04-22 23:00:26,"Game ini sangat seru, saya dan saudara saya sangat menyukai nya"
dadan dopg,5,2023-04-07 02:48:23,Bagus
Vania Laurens,5,2023-04-03 22:39:09,Bagus untuk belajar anak
Friska Johana,1,2023-03-31 14:59:36,Aplikasi bb1. Banyak iklan dari pada belajarnya.. cuiih
Fa Rissa,1,2023-03-27 03:28:22,Buruk
margono,3,2023-03-25 09:56:11,nanti kalau bagus tk kasih bintang 5
panthera tigris,5,2023-03-23 13:34:39,Mantab
Ramah Dani,5,2023-03-15 12:08:44,Sangat bagus 👍
Wayan Angga,5,2023-03-15 07:22:37,WOW A WOW A WOW A WOW A
rully rachman,1,2023-03-12 10:42:35,kalau untuk pelajaran anak paud jangan pakai iklan dapat sebabkan mengganggu perkembangan anak.
vika risnanita,1,2023-03-11 03:07:11,Iklan terrrrruuuuuuusssssss
Zahida Idha,5,2023-03-09 13:59:54,bagus
Kiss Mono,1,2023-03-06 14:12:04,Iklane gangu banget
isti yanto,1,2023-03-06 06:41:15,Game oke iklannya gila belum selesai game sudah nongol iklan
Gracia Devani,2,2023-03-05 05:40:57,bagaimana cara bermain game belajar selanjut nya
aulia putri agsan,1,2023-03-04 03:23:15,𝚂𝚊𝚢𝚊 𝚍𝚒 𝚜𝚎𝚔𝚘𝚕𝚊𝚑 𝚍𝚒 𝚜𝚞𝚛𝚞𝚑 𝚖𝚎𝚖𝚊𝚒𝚗𝚔𝚊𝚗 𝚔𝚊𝚗 𝚐𝚊𝚖𝚎 𝚒 𝚒𝚗𝚒
Saucute Tab,5,2023-03-02 08:36:05,Woow
fadil gg,4,2023-03-01 12:32:22,kalo gk mau iklan kmu bisa matikan data seluler dan bummm gk ada iklan
Animasi Fans,5,2023-03-01 08:38:39,good
Sofa Julianto,4,2023-03-01 06:23:53,Ok
Get Safe,5,2023-02-25 05:40:03,Game nya lucu sekali
KALSUM,5,2023-02-17 14:04:25,"Terima kasih utk aplikasi ini anak"" sangat suka"
Nabhan Zulfadhli,2,2023-02-17 07:35:36,Game nya ok banget Tp Terlalu banyak iklan
ariazhra UPK Kokap,5,2023-02-16 20:57:14,Gamenya bagus banget adik saya suka terimakasih atas permainannya
Zhelvyanie Joy,4,2023-02-15 12:34:43,Mantap
desus wianto,5,2023-02-14 04:49:53,Konten ini sangat membantu anak dalam ber ekpresi
Wisnu Maulana,3,2023-02-11 17:40:26,Bru nyoba kalau anaku suka sama cocok buat anakku bintan nambah
Echa Yamres,5,2023-02-04 07:37:55,Keren... Anak saya suka 😍🥰
Khoirul Anam,4,2023-02-03 01:54:13,seru dan mudah dipahami
sur yati,4,2023-02-02 02:54:46,Centan bintang yg berbicara...
dolphy,5,2023-01-31 12:14:45,Menyenangkan
Aisyah Kirani,5,2023-01-30 04:34:47,Seru banget anak aku suka
Muslem,5,2023-01-28 12:53:09,ok
Margono Gogon,1,2023-01-28 10:42:03,"Sy sudah beli tp sangat menyesal . Aplikasi baru dari pengembang tetap ditampilkan di home nya sering dipencet anak sy sehingga memaksa beralih ke game lain yg harus diinstall , ini sama saja seperti iklan . Ada satu lagi yg menggangu di home ada edisi natal , tidak mengapa jika ini aplikasi agama utk edukasi anak . tp kalau aplikasi ini sifatnya umum tidak perlu ada vibes natal didalamnya ."
Pondok Bahar,1,2023-01-28 05:19:54,Busuk
Ayu Hasnita,1,2023-01-22 07:21:51,Ga bisa masuk k game berhenti di tulisan wooow doank..udh game nya hampir 100mb
Hana Pertiwi,5,2023-01-22 04:21:14,maapin aku game nya udah diapus aku😭😭
Bunda Nova,1,2023-01-22 00:56:08,"Membosankan, terlalu banyak iklan 😏"
Faizal Saputra,1,2023-01-19 14:19:43,Ga bisa di buka gamenya
Riki Mulyana,1,2023-01-19 07:40:16,kebayakan iklan untuk anak blajar
Baby Risma,1,2023-01-16 10:06:05,"Jelek tidak bisa masuk k dalem games nya, buang2 kouta aja"
Hadi Samsul,1,2023-01-15 02:28:25,Iklan2 tok isinya
cecep tri,4,2023-01-12 00:28:09,Sangat membantu
Adi Putra,5,2023-01-09 12:26:41,Bagus
Lala Welson,5,2023-01-09 07:08:32,Bagus
Kan Tong,5,2023-01-06 11:05:17,Sanggat seru sampai ank ku rajin belajar
Zahira Hana,5,2023-01-06 02:09:27,Permainan nya sagat seruuuuuu banget untuk belajar anak kecil 😁
Ina Andika,5,2023-01-04 03:42:16,Bagus sekli
ACENG SUSANTO,5,2022-12-29 02:18:08,Lumanyun
Desy Amaianti,5,2022-12-28 13:25:43,Excellent
Shakila Azzahra,1,2022-12-26 11:38:47,Banyak iklan nya
Kaka Aku,1,2022-12-16 16:23:14,Game payah satu persen lagi berhenti kuota ada 1 giga lagi ........ Jngn didonload bos udah 99 persen berhenti
Ani Vivi,5,2022-12-10 11:28:34,Menurut aku bermanfaat buat anak kecil yang mamah nya lagi sibuk kerja kalo menurut aku bagus banget
Mul Yadi,5,2022-12-09 15:32:47,Mantab
Sri Ariasih M. Amin,5,2022-12-03 16:48:19,Game nya sangat menarik dan cepat mudah dimengerti oleh anak-anak
muhamad kodir,5,2022-12-03 14:22:36,Sangat bagus untuk anak saya Untuk kendala iklan saya merubah dns menjadi dns pribadi.. jadi saya tidak pernah ada iklan
Khatim Allashom,2,2022-11-28 04:52:00,Sebenarnya bagus buat anak kecil tapi iklannya bilan anak marah gara gara iklan nya lama
Jazira 107,1,2022-11-27 16:47:20,Iklan nya sering muncul sebelll!!!
Riko Febri,1,2022-11-24 13:05:50,Terlalu over iklan untuk dipakai anak-anak
Dilla Shop,5,2022-11-24 02:24:08,Baik
AHMAD RIZKAR,5,2022-11-20 14:42:58,ok
Max Rik,5,2022-11-10 04:44:41,Mari kita coba
Bisa Aja,1,2022-11-10 02:14:01,Ok bagus banggggget
Stefanus Raditya,1,2022-11-10 01:31:56,Kebanyakan iklan
nurul himaani12,5,2022-11-10 00:31:32,Baguussss untuk anak usia 2 tahun🤗🤗🤗
Ainnaya 44,5,2022-11-07 06:07:50,Suka sekali anak aku
Layla Faristin,5,2022-11-05 09:43:56,Good
Kun Heru,1,2022-11-04 23:10:16,Ya iklan aja suruh bayar pelit banget sih kan anak anak jadi keganggu kalo main game
Gracella Official,5,2022-11-04 12:19:17,Game ini enak bang
Anasya Adreena,5,2022-11-04 05:14:31,aku suka bgt
Sdys,5,2022-11-03 13:30:02,"Keren,mantap"
Black 7ak,1,2022-11-03 09:15:29,Setelah dipake anak Iklan sangat intrusif Saya uninstall
Welly Wetrie,4,2022-11-02 09:25:59,Bagus tapi aga je37k per mainan nya
Ayon,1,2022-10-30 12:45:25,Ini namanya game iklan bukan game untuk anak anak
Zeinab S Basoeni,3,2022-10-29 03:15:40,bagus
Papa MAma,2,2022-10-28 23:09:41,sebenernya bagus tapi sayang iklan muncul trus saat mau ganti permainan.
Anis Fitriani,4,2022-10-25 12:12:22,main sambil belajar
Maximus Saidus,5,2022-10-24 11:38:16,Membantu pertumbuhan kecerdasan anak
Tri Umsanah,3,2022-10-21 19:20:15,Segitu dulu yg penting ngga lemot
addul Wahed,5,2022-10-18 07:18:50,sangat berguna bnget untuk merangsang otak anak
Azka Alghifari,1,2022-10-08 19:10:20,Gk bisa dibuka
Farma Sari,1,2022-10-08 13:09:55,"Jangankan anak"" yg emosi karna iklan sayapun ikut jengkel tll bxk iklan,,,aplikasi dihapus aja"
Fatimah Aja,1,2022-10-06 06:55:07,Gak bisa terdowlod pun
Mom Zil,5,2022-10-01 21:53:54,Berkat game ini anak saya sudah pintar membaca dr umur 2 tahun
djokons soedyhatno,5,2022-10-01 03:07:38,Bagus..👍❤️👍
Asih Alfiansyah,1,2022-09-26 20:10:08,Gak bagus kebanyakan iklan.
Ceoji Tallo,5,2022-09-24 13:59:12,Mantap
Evan Atjeh,4,2022-09-15 17:54:04,Bagus
Tatang Koswara,5,2022-09-12 13:26:55,yang apu seru
syafruddin Nzm,4,2022-09-11 13:15:00,Ok
Muh Putra,1,2022-09-10 06:57:46,"banyak iklan,udah dapat di untung di aplikasih malah cari untung lagi di iklan,,coba mengerti ini untuk anak anak bukan dewasa.."
Qurrotul Kn,1,2022-09-07 04:33:39,kebanyakan iklan sering ngehang
Arif Rahman,4,2022-09-05 23:31:00,Terlalu banyak iklanny
Fitri Ana,5,2022-09-04 09:48:53,bagus
Yatno Cool,5,2022-09-03 06:23:51,bagaimana cara berlangganann
ika yulif,5,2022-09-02 12:51:15,bagus sekali
Taopik Murtado,5,2022-09-02 11:12:03,Ok
Devi Dessy,1,2022-09-02 06:13:02,Bagus banget
Una Bila,1,2022-09-01 23:51:08,"Game tidak ramah untuk anak anak. Terlalu banyak iklan bikin ribet sama bikin anak mudah marah gara"" sering muncul iklan dn sering ke sentuh iklan nya."
Dinda Talia Salsabilla,3,2022-09-01 09:03:37,Bingung ini mau bayar tapi nanti tiap bulan suruh bayar ngk 1kali aja
Idham Khalid,5,2022-08-27 11:41:52,Ok
Sarwanti Dikmoz,5,2022-08-27 10:13:57,kurang bagus soalnya harus pake data seluler
Pulzz Hidayat,5,2022-08-25 13:11:39,Banyak iklanya tapi gapapalah
WAHYUNI NURSALIM,5,2022-08-25 06:30:21,Bagus untuk anak usia dini bermain sambil mengenal angka
Uun Tarkunah,2,2022-08-24 01:08:56,"Maaf terlalu banyak iklannya, dikit dikit iklan. Anak saya jadi kesel sendiri mainnya, bukannya seru malah anak saya jadinya marah marah"
Rohman Susi,5,2022-08-22 19:25:06,seru sekali memain kan permainan ini
Zackley Loveryno,5,2022-08-21 06:33:47,game ini bagus
Haidar Ali,4,2022-08-21 04:21:10,Baru cobain
Anindia Tarjono,5,2022-08-19 04:02:59,😠
iis wahyuni,5,2022-08-16 10:45:20,Bagus anak saya ja di giat belajar
Ayu Artikhandi,5,2022-08-14 03:48:44,Wow aku suka👍
Muhammad Andri,5,2022-08-12 02:11:41,Bagus untuk anak belajar
Minggus Tron,5,2022-08-11 22:55:25,Terbaik kk
Mister COD,1,2022-08-06 16:08:22,Jangan downlood...kmu pasti menyesal karna iklanya sangat mengganggu dan bikin anak nangis terus....apk cari untung....
Ridayanti,4,2022-08-03 13:03:47,Saaaassssnnnngggggatttttttttttt baggggggggussdddddddssssss
Bellvania Robert Novi,5,2022-08-01 12:07:15,Gamenya bagus Tapi iklannya+banyak!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Lina Puspita Sari,5,2022-07-27 13:28:38,Aplikasi yg bagus buat ana
Kopi Putin's,5,2022-07-26 01:44:16,Bagus banget buat edukasi anak
Nur Latifah,5,2022-07-23 05:54:02,Seru banget permainannya adik ku sangat menyukainya sekarang adikku menjadi hafal angka🤗🤗
Asni,1,2022-07-22 07:09:17,Iklan trus imi game
Eri Wijaya,4,2022-07-21 04:43:23,bagus sangat membantu
Al Hafizd,4,2022-07-20 00:22:17,membantu anak belajar
Elih Nurilah,4,2022-07-18 09:30:35,lumayan
Yosevina Bintang odja,5,2022-07-18 05:56:46,Game nya bagus bangat adik saya jadi semangat belajar nya
Yuli Yuliati,1,2022-07-17 14:09:08,Terlalu banyak iklan yg tidak penting jadi anak2 gak bisa belajar dengan baik karena banyaknya iklan
Airin Novisha,1,2022-07-14 02:04:16,Tolong hilangkan game yang berseliweran di beranda game...setidaknya beri tanda silang biar bisa dikeluar...bukan malah menuju palystore...menyebalkan
Yani Giska,4,2022-07-10 10:08:07,Lumayan
Quinzie Christalia,5,2022-07-09 09:26:39,"Kerenn dan seru bangett, adeku sangat suka dengan aplikasi ini ^.^"
Finka Aflilia,5,2022-07-05 15:28:26,Liat komentar dan tampilan nya seru saya baru mau nyoba.. Semoga anak saya suka😍
Febri Yanti,5,2022-07-04 18:33:48,Game nya bagus untuk anak anak apa lagi anak yang mau masuk TK/paud pokok nya the best
Dian Sri widayanti,4,2022-07-04 07:42:32,Bagus sih ada suaranya juga dan mainannya juga banyak macamnya.tapi suka banyak iklan
Sukimin Sukimin,3,2022-06-30 16:07:13,Game nyaa bagus..cuma iklaan nya banyaakk buaaangeeeeetttttttttt
Desdiadi Prasetyo,1,2022-06-30 06:46:39,Iklan mulu.... Nyebelin
Evi Mama Dzaky,1,2022-06-30 03:29:46,"Kebanyakan iklan, gak nyaman anak mainnya"
Aisya Hana,5,2022-06-28 22:57:53,Prmainannya sangat seru
Ayuni Susilowati,2,2022-06-28 07:53:38,Baru pemula aq kasih buat bintang 2
Lingga Lingga,1,2022-06-28 05:30:25,Kebanyakan Iklann terusss. Jdnya gw hapusssssssssssss
Atika R. Ningsih,3,2022-06-28 01:41:48,"Konsepnya sangat edukatif, tapi sayang sekali dibeberapa waktu game ini sangat lambat saat dimainkan."
Chanel Ogifisika,5,2022-06-27 06:50:02,Apakah bisa saya jadikan konten you tube?
i gede made sudarta,4,2022-06-25 04:15:16,"4 dulu , soalnya belum nyoba 😅"
Rafka Piyendra,5,2022-06-23 03:24:24,Wau apk nya sangat bagus sekali dn mohon ditingkat kan lagi ya
AL Boyvers EDITSツ,5,2022-06-23 02:45:28,"Sangat bagus game ini untuk anak agar pintar, sangat bermanfaat"
Nuri Asyaria,1,2022-06-21 10:29:17,"Gk jadi download,, bayak reviuwnegatif ttg apk ini"
Acacia Apta,1,2022-06-19 03:34:34,ko g bisa di buka ya
Loisa mama,5,2022-06-18 10:41:19,Baru downlaod jadi blm tau
Fitri rahayu wulandari,4,2022-06-15 23:14:03,gamenya bagus tapi kenapa lodingnya lama sekali kalau baru mau masuk ke game
Yesi Indriyanti,5,2022-06-13 09:30:43,Aplikasi ini bagus bangettt!!!😃😉 tidak terlalu banyak iklan buat balita dan anak-anak juga bisa🤗👍 jangan lupa ya download aplikasi ini😉👍
pelanggan 1,5,2022-06-11 12:54:41,geme nya bagus banget mengedukasi si kecil untuk belajar bintang 5 deh pokok nya
Yossy Niken.H,5,2022-06-10 12:06:55,Bagus banget buat belajar pemula
Fitri Naura,5,2022-06-09 15:00:49,sangat membantu anak belajar hitung...
Rosmiaty Sambo lempan,5,2022-06-07 04:59:04,Aku suka apk ini karena ketika saya sibuk apk ini bisa membantu untuk anak saya.........
Vera Bella,5,2022-06-06 12:14:55,Bagus buat anak
Risman Rahman,5,2022-05-26 01:23:23,Gama ini Sangat baik dan bagus untuk anak Sangat menyenangkan saat anak memainkannya
Cici Haryati,5,2022-04-29 09:44:40,Aplikasi ini bagus untuk menghibur balita
Wiwin Winarni,3,2022-04-26 14:52:54,Coba dulu ya!!!
Etty Rohayati,5,2022-04-11 08:42:24,INI GAME MAKANAN MakananNAN
Mr. Do Do,1,2022-04-11 00:16:43,Terlalu banyak iklannya di dalam game... Skip dulu... Uninstall dulu aja... Klo udah gak ada iklannya install lagi.
Nadia Pro,5,2022-04-04 04:35:28,Game nya bagus banget!!!!!!!!!!!!!!!!!!!
Syafira Milena Stiyarno,5,2022-04-03 04:20:52,Ini bagus aku suka
fauzia qisti naura,1,2022-03-30 12:11:06,Ini geme gimana c ga bisa d buka..payah
Noya Shafana,5,2022-03-26 05:20:04,permainan nya seru banget kakak aku sampai kakak aku mau download sama aku
Totok Didik,4,2022-03-22 14:48:11,Gamenya seru sekali
Syaiful Syaiful,5,2022-03-18 11:25:56,Sungguh menyenang kan
Ayik Midori,5,2022-03-05 01:23:31,Mainan ini cocok untk anak usia 3th ke atas kalian gak usah dehh liat ke bawah Sampai umur 4th ke atas cobain dehh mainan ini untk anak kalian🤭🤭
Shaskia Putri syahrani,4,2022-03-04 15:44:47,Bagus buat anak 2 tahun
Lailatul Koriah,1,2022-03-02 03:05:43,"Saya sudah instal aplikasi ini dan sudah membayarnya. Tapi setelah memainkan malah aplikasi tersendat sendat, tidak stabil gambarnya"
Areygha 09,5,2022-02-27 07:44:57,Permainan ini bagus untuk mendidik anak
Efendi Efendi,5,2022-02-25 23:04:22,Buat adik aku 😊 ☺
Gafi Megantoro,4,2022-02-11 08:21:27,Gamenya bagus
Alzhafiran Elmalikanur,5,2022-02-10 01:41:48,Sangat bermanfaat sekali
Mohammad Yusuf Setyo Utomo,1,2022-01-31 10:09:55,Iklannya mengganggu sekali
Dinda Lestari,4,2022-01-31 02:17:18,Game ini sangat lucu
Achmadii Marta,4,2022-01-28 11:27:48,"Bagus game nya,anakku suka,tapi terlalu sering iklan dia pun jadi kesal mainnya,seandainya bisa di main saat ofline juga lebih enak🥰"
Leman Siringoringo,5,2022-01-04 02:47:36,Aku suka banget karna adek saya suka Dan Thanks untuk game nya ai Lake bay🥳👍
David Sajo,3,2021-12-26 08:45:57,Bagus banget buat anak saya tapi sayang dari write and count dan seterusnya tidak bisa dibuka kuncinya kalau dimainkan saat offline. Minta solusinya dong kak
Engkos Maulana,5,2021-12-24 00:36:29,memberi inspirasi dan pengetahuan mengenal angka huruf dan berhitung bagi si anak
Suhep Pi,3,2021-12-19 06:58:38,3bintang dulu
herman syah,1,2021-12-18 10:38:08,Belajar dan bermain untuk merangsang kecerdasan anako
carissa mikayla,5,2021-12-16 04:39:26,Bagus game nya
Bagas 1212,5,2021-12-09 09:30:28,Okeeee bgt
komura kostuba,3,2021-12-09 07:03:00,Bagus sich buat anak anak tapi kenapa kadang loading lama sekali...jadi AQ kasih bintang 3 dulu ya....
Theia Riz,5,2021-12-07 07:17:32,wow game nya bagus untuk anaku
Titi Swandani,5,2021-11-30 23:51:32,Game ini sangat bagus
Radhitya Ramadhan,5,2021-11-28 04:29:24,Geme ini seru bangetttttttttt tapi sayang iklan terus maaf iklannya di turunin ya Abang kurir
Widya Wid,5,2021-11-26 09:36:15,Bagus untuk ank kecil
Siti Latipah,5,2021-11-25 07:03:16,Terimakasih anak saya suka banget
Nanda Darmawan,5,2021-11-24 09:27:00,"anak aku bisa main tapi masih milih2,,"
Dewi Setiawati,5,2021-11-22 13:16:51,Kurangin dong iklan nya sama bahasa nya di ganti bahasa Indonesia....
Piaa Ochita,5,2021-11-21 01:53:40,Permainan ini enak 😄
Ulan Ulin,1,2021-11-07 06:51:24,"Kalau anak kecil pas main ndak diawasin ortu bahaya,banyak iklan nya,"
SyaidinaM Zamdy82,5,2021-11-03 09:16:54,"Sangat baik untuk anak Saya belajar,semoga kedepan iklannya di kurangin dan aplikasi ini makin berjaya.Trims"
Ida Istanti,1,2021-10-30 01:26:16,suka sekali
Lidya Rahmanda,5,2021-10-27 05:45:28,Bnyak yg di kunci
Bubuhan Gambut,5,2021-10-24 08:05:28,Keren dan bagus sekali !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! geme nya
Allysa Insyira Zuhda,5,2021-10-21 10:34:02,Aku suka main geme ini Karana seru aku bisa belajar terimakasih geme aku sanyang kamu
Kar tini,5,2021-10-18 23:57:26,ank saya jadi terinspiras karna permainan ini terimakasih Makanan lucu 123 karna mainan ini anak saya dapat ter inspirasi terimakasih
Refa Nakila,1,2021-10-17 17:30:40,Mksih anak syah ska bngt SMA gem yh
Bela Agstn,5,2021-10-15 23:25:02,"Bagus sekali permainan nya, bisa digunakan untung anak anak yg masi TK😊."
Gung Istri,1,2021-10-15 14:49:31,Kebanyakan iklan
